support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[2, 5, 7, 11, 12, 13, 14, 18, 19, 20, 22, 27, 34, 35, 36, 37, 39, 41, 43, 47, 48, 52, 56, 60, 63, 65, 66, 67, 68, 72, 75, 76, 83, 86, 88, 98, 99]",37,1424.87915039,1424.87915039,7.58794905,17.45799828,4.17827695,3.13608098,-0.00711604,-7.50729179,7.50729179,0,0.0,0.0,0.0,0.0,49.88588333,0.69051361,0.04139334,0.03293441,0.0,12.09255601,12.09255601,11.04378416,11.01249885,1.04877186,1.04476031,0.35040422,0.35221911,0.35040422,0.35221911,28.85577484,28.65949985,30.10431358,30.10163894,0.49856706,0.49533401,0.00213201,0.00242326,0,0,True,1,1,0.8,1e-05,1974.26025391,7.58794905,False,True
"[0, 1, 3, 4, 6, 7, 8, 9, 11, 12, 17, 18, 19, 22, 24, 25, 26, 28, 30, 32, 33, 37, 38, 39, 40, 42, 44, 45, 46, 47, 51, 52, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 69, 70, 72, 74, 75, 76, 78, 79, 81, 84, 90, 91, 92, 96, 97, 98]",58,1354.86218262,1380.98048196,7.57085614,17.13910675,4.13994043,3.13542604,0.01128016,-7.00603676,7.00603676,21,0.75,0.01826621,0.04913888,-0.01709291,49.99718094,0.69036919,0.04184645,0.03575323,0.0053475,11.93361277,11.93361277,10.92409427,10.87616565,1.00951849,1.02301376,0.36440526,0.36004994,0.36440526,0.36004994,28.85023099,28.52714912,30.061737,30.06934677,0.49779248,0.49499104,0.01632598,0.01603394,1,0,True,25,25,0.8,1e-05,1945.62365723,7.57333785,False,True
"[0, 1, 3, 4, 6, 7, 8, 9, 11, 12, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 40, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99]",80,1283.50915527,1311.25246607,7.59111569,16.78980446,4.09753639,3.17496991,0.03143069,-6.81437969,6.81437969,22,0.275,0.02038043,0.05266442,0.02025954,51.80685043,0.68914467,0.04536141,0.04539394,0.0182637,11.70439087,11.70439087,10.79857515,10.71585323,0.90581572,0.90385736,0.40421194,0.40566814,0.40421194,0.40566814,28.7977097,28.32446785,29.96749093,29.97162263,0.51926976,0.50827924,0.03330354,0.03300134,2,0,True,50,50,0.8,1e-05,1994.60058594,7.5981991,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",94,1199.92919922,1231.12189318,7.63338895,16.45890045,4.05695704,3.24704599,0.05051986,-5.9621892,5.9621892,14,0.14893617,0.01970863,0.06511832,0.04227326,54.65457153,0.68420172,0.04982524,0.06192697,0.02847722,11.33916136,11.33916136,10.55269699,10.47592874,0.78646437,0.78825834,0.45545228,0.45494527,0.45545228,0.45494527,28.7206054,28.04886167,29.8632638,29.8646873,0.55536802,0.52898603,0.05691381,0.05437807,3,0,True,75,75,0.8,1e-05,2098.99365234,7.6492133,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99]",88,1099.25585938,1138.34047416,7.68199485,16.6635704,4.08210367,3.35112977,0.03871287,-6.02596045,6.02596045,-6,0.08421053,0.0,0.0838994,0.0486059,57.07941055,0.67611474,0.05397662,0.08397194,0.02550205,10.92688911,10.92688911,10.26409284,10.21165506,0.66279627,0.6652666,0.51540885,0.51554511,0.51540885,0.51554511,28.66586214,27.68722698,29.70607875,29.71088873,0.58652642,0.54627501,0.08511461,0.07892809,4,0,True,100,100,0.8,1e-05,2211.01318359,7.70120614,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99]",91,974.61254883,1024.44018874,7.71884808,16.67354584,4.08332534,3.40962005,0.03813741,-5.67285728,5.67285728,3,0.03296703,0.0,0.11338881,0.03685323,60.8016243,0.65786248,0.06131918,0.11975563,0.03733748,10.37088991,10.37088991,9.83837317,9.74828324,0.53251674,0.54187911,0.58713213,0.58255569,0.58713213,0.58255569,28.60944815,26.96277729,29.57565741,29.5727021,0.63491909,0.5731753,0.1257427,0.1141072,5,0,True,125,125,0.8,1e-05,2257.97851562,7.72222523,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",94,826.18475342,883.12058266,7.67438605,17.28174973,4.15713239,3.43587232,0.00305138,-5.38758659,5.38758659,3,0.03191489,0.0,0.15229416,-0.04446203,65.66162109,0.6223678,0.07136846,0.17706007,0.04868179,9.27246121,9.27246121,8.99494284,8.98002017,0.27751837,0.29266046,0.7576618,0.74742252,0.7576618,0.74742252,28.4670316,25.14678246,29.33741895,29.33788664,0.70038947,0.60873601,0.1912736,0.16782425,6,0,True,150,150,0.8,1e-05,2040.07006836,7.62073943,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,690.54498291,738.00547033,7.36478661,19.29597855,4.39271881,3.45951104,-0.11314534,-5.55786228,5.55786228,5,0.05050505,0.0,0.16417608,-0.30959944,71.44642639,0.56376153,0.08568372,0.25772727,0.05784792,7.50197108,7.50197108,7.42888952,7.59418132,0.07308156,0.07614046,0.93757914,0.94679066,0.93757914,0.94679066,28.28082187,22.75157194,29.08236064,29.09335795,0.77307987,0.6525186,0.2438398,0.23932552,7,0,True,175,175,0.8,1e-05,1358.50134277,7.21413742,False,True
"[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99]",90,596.64575195,631.03819443,6.91848134,18.70306587,4.32470414,3.442415,-0.07894143,-5.23531199,5.23531199,-9,0.09090909,0.03072727,0.13597844,-0.44630527,71.72454071,0.55182034,0.08951382,0.28328544,0.01670133,5.92868264,5.92868264,5.75144396,6.39878487,0.17723868,0.16679347,1.14003394,1.0803014,1.14003394,1.0803014,21.89723791,20.759591,28.91039233,28.93908046,0.77641305,0.65058799,0.22151303,0.25094119,8,0,True,200,200,0.8,1e-05,851.7479248,6.74729062,False,True
"[0, 1, 3, 4, 6, 7, 8, 9, 11, 12, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 40, 42, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 88, 89, 90, 91, 92, 94, 96, 97, 98]",79,533.28942871,557.32893699,6.50406546,15.25495243,3.90575888,3.01747394,0.11997315,-4.19096756,4.19096756,-11,0.12222222,0.18436087,0.1061875,-0.41441588,67.91106415,0.57160497,0.08885625,0.28882274,0.03916896,4.55567751,4.55567751,4.28395262,5.08990842,0.27172489,0.28766749,1.31273976,1.22447742,1.31273976,1.22447742,10.93262236,14.36125018,28.71447985,28.76121607,0.74676802,0.61280138,0.20677271,0.23884878,9,0,True,225,225,0.8,1e-05,554.65374756,6.31834404,False,True
