support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[5, 8, 13, 16, 19, 21, 22, 24, 26, 31, 36, 40, 47, 51, 52, 53, 54, 55, 65, 67, 68, 69, 71, 77, 84, 87, 88, 96, 97, 99]",30,1129.52856445,1129.52856445,7.43026842,9.29993916,3.04958016,2.39020133,-0.00963177,-4.52759314,4.52759314,0,0.0,0.0,0.0,0.0,49.97697449,0.69067848,0.04126706,0.03294828,0.0,8.09132799,8.09132799,6.90656734,7.46670436,1.18476065,1.18217953,0.30587411,0.30742145,0.30587411,0.30742145,28.79309599,25.25522495,29.95665341,29.95380613,0.49959141,0.49281881,0.00176999,0.00199763,0,0,True,1,1,0.8,1e-05,1686.26013184,7.43026842,False,True
"[1, 6, 7, 9, 13, 17, 21, 22, 26, 28, 29, 35, 40, 42, 45, 47, 51, 56, 59, 63, 65, 67, 68, 69, 74, 76, 80, 89, 90, 91, 92, 94, 95, 99]",34,1073.84753418,1093.94701551,7.39348347,8.90762997,2.98456529,2.31968474,0.0329586,-4.34731245,4.34731245,4,0.76923077,0.04218406,0.04929581,-0.03678495,49.75128937,0.69040191,0.04233334,0.03590114,0.00540474,7.88658596,7.88658596,6.74834938,7.32932242,1.13823657,1.15197291,0.32038346,0.31672914,0.32038346,0.31672914,28.77313942,25.1716005,29.89720338,29.91163594,0.49488926,0.48978281,0.01607724,0.01558364,1,0,True,25,25,0.8,1e-05,1618.14611816,7.3890364,False,True
"[0, 1, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 19, 21, 22, 24, 26, 27, 28, 29, 30, 32, 34, 35, 36, 37, 38, 40, 42, 43, 45, 46, 47, 48, 50, 51, 53, 54, 55, 56, 57, 59, 61, 62, 63, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 79, 80, 81, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99]",73,1014.50384521,1035.10316477,7.39614482,8.22260094,2.86750779,2.19696712,0.10732759,-3.75000238,3.75000238,39,0.53424658,0.07690362,0.05526268,0.00266135,51.32372665,0.68935496,0.04485217,0.04515316,0.0162155,7.61494437,7.61494437,6.57870167,7.16404419,1.0362427,1.04870162,0.35478861,0.35168068,0.35478861,0.35168068,28.71298843,24.88643174,29.8261161,29.83344552,0.50856113,0.50125027,0.03341882,0.03262914,2,0,True,50,50,0.8,1e-05,1639.40563965,7.40208904,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",87,945.2989502,970.44202037,7.41840476,7.59062338,2.7551086,2.08897614,0.17593714,-3.47625852,3.47625852,14,0.16091954,0.0768586,0.06821551,0.02225994,53.90869522,0.68577844,0.04843792,0.06006885,0.02592094,7.3262179,7.3262179,6.40228683,6.99281014,0.92393107,0.93339072,0.39695546,0.39377969,0.39695546,0.39377969,28.6581427,24.71096739,29.72330904,29.72460943,0.53290161,0.5205767,0.05404363,0.0520791,3,0,True,75,75,0.8,1e-05,1678.65380859,7.42574745,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,870.36352539,898.1417332,7.43716407,7.02675486,2.65080268,1.95717502,0.23715254,-3.26296616,3.26296616,2,0.02247191,0.07428488,0.07927167,0.01875931,56.46291351,0.67750078,0.053549,0.08234522,0.02610908,6.94782766,6.94782766,6.16251963,6.7275982,0.78530803,0.80562378,0.45598004,0.44819987,0.45598004,0.44819987,28.59153704,24.25052748,29.58810693,29.60187431,0.55520022,0.53917317,0.07927918,0.07591821,4,0,True,100,100,0.8,1e-05,1701.61315918,7.439332,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,781.01617432,813.21752406,7.42411238,7.10729408,2.66595088,1.96294773,0.22840894,-3.18664837,3.18664837,0,0.0,0.0,0.10265521,-0.01305169,59.51811218,0.66290075,0.05975625,0.1148546,0.03110271,6.39374252,6.39374252,5.75004956,6.34366749,0.64369296,0.6631467,0.52535054,0.51657548,0.52535054,0.51657548,28.21701714,23.33921051,29.43947987,29.44633059,0.5868994,0.5607137,0.11097141,0.10751611,5,0,True,125,125,0.8,1e-05,1651.47338867,7.40942313,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",90,680.77746582,717.19229412,7.30291792,7.82715988,2.79770618,2.16284704,0.15025796,-3.10211396,3.10211396,1,0.01111111,0.0,0.12834396,-0.12119446,63.90127182,0.63256609,0.06901023,0.16202649,0.04386744,5.46107276,5.46107276,5.0386662,5.73483358,0.42240656,0.45836926,0.65555574,0.63540868,0.65555574,0.63540868,25.62079467,20.70209376,29.22208454,29.23666044,0.63323855,0.59342935,0.15944545,0.15052509,6,0,True,150,150,0.8,1e-05,1359.04138184,7.21453486,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",91,592.65582275,624.19918187,6.96525997,10.08595371,3.17583906,2.49640679,-0.09496408,-3.48701572,3.48701572,1,0.01098901,0.0,0.12944266,-0.33765795,67.70944977,0.59499454,0.07920662,0.21071358,0.03835165,4.15735278,4.15735278,3.95270137,4.66225646,0.20465141,0.23672981,0.81493287,0.79658243,0.81493287,0.79658243,15.39005797,14.91510962,28.98578775,28.99531229,0.6741192,0.62095448,0.17401291,0.18575403,7,0,True,175,175,0.8,1e-05,908.58679199,6.81189042,False,True
"[1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 26, 27, 28, 29, 30, 32, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",79,532.65313721,553.65816955,6.55118979,9.75653648,3.1235455,2.40688848,-0.05920147,-3.21821737,3.21821737,-12,0.13186813,0.03266099,0.10124373,-0.41407018,65.62919617,0.59778994,0.07999446,0.22412479,0.02574122,2.75138117,2.75138117,2.68481879,3.58595003,0.06656238,0.13182653,0.96854455,0.93483536,0.96854455,0.93483536,4.92681091,10.59984063,28.80314222,28.84715978,0.64643654,0.59709026,0.14485332,0.18481956,8,0,True,200,200,0.8,1e-05,608.04180908,6.41024364,False,True
"[5, 6, 7, 8, 9, 11, 13, 14, 15, 17, 18, 19, 21, 22, 26, 28, 29, 30, 35, 36, 37, 38, 40, 41, 42, 43, 45, 47, 48, 50, 51, 53, 54, 55, 56, 57, 59, 61, 62, 63, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 79, 80, 81, 83, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 99]",66,488.70684814,503.80238966,6.12952381,8.0206604,2.83207705,2.13317084,0.12925091,-2.96890116,2.96890116,-13,0.16455696,0.17791929,0.08250452,-0.42166598,60.84685135,0.61199319,0.07800527,0.22280324,0.04865619,1.45469687,1.45469687,1.29731116,2.48202664,0.1573857,0.19492936,1.07939922,1.04142645,1.07939922,1.04142645,1.09862045,6.75730017,28.57585923,28.27790723,0.5871892,0.5489021,0.10726878,0.16490501,9,0,True,225,225,0.8,1e-05,382.68716431,5.94721785,False,True
