support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[4, 6, 7, 14, 19, 23, 27, 28, 29, 30, 33, 35, 36, 46, 47, 48, 49, 55, 58, 61, 62, 63, 64, 65, 66, 80, 83, 90, 98]",29,1226.47167969,1226.47167969,7.56134976,8.03881645,2.83528067,2.19886255,-0.17108761,-4.00511646,4.00511646,0,0.0,0.0,0.0,0.0,49.91480637,0.69208521,0.04090573,0.03265658,0.0,7.18960174,7.18960174,6.1094503,8.37811065,1.08015144,1.09418832,0.33954764,0.33545244,0.33954764,0.33545244,28.83445558,26.29577896,30.04746217,30.04740911,0.49904656,0.48946683,0.00150575,0.00192635,0,0,True,1,1,1.2,1e-05,1922.43859863,7.56134976,False,True
"[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 29, 32, 33, 36, 37, 38, 41, 42, 43, 46, 49, 51, 55, 56, 57, 58, 59, 60, 61, 64, 65, 68, 69, 70, 71, 72, 73, 78, 79, 82, 83, 84, 85, 86, 88, 89, 92, 93, 94, 95, 96, 97, 98]",63,1158.26123047,1183.43849229,7.52985292,7.89956141,2.81061584,2.1831007,-0.15080106,-3.75245833,3.75245833,34,0.75675676,0.01732283,0.05561518,-0.03149684,50.17301559,0.69192231,0.04235214,0.03620884,0.00378894,7.02885744,7.02885744,6.00391999,8.24720169,1.02493745,1.04388559,0.358819,0.35278157,0.358819,0.35278157,28.79757511,26.17405381,29.97109982,29.95985155,0.50020689,0.49104564,0.01614272,0.01615569,1,0,True,25,25,1.2,1e-05,1846.9810791,7.52130774,False,True
"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 33, 36, 37, 38, 41, 42, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 82, 83, 84, 85, 86, 87, 88, 89, 92, 93, 94, 95, 96, 97, 98, 99]",80,1083.66503906,1112.45748269,7.51404436,7.67455959,2.77029955,2.15417314,-0.11802299,-3.63625598,3.63625598,17,0.2125,0.02848282,0.0644036,-0.01580856,51.166996,0.69141334,0.04449386,0.04491155,0.01048311,6.72945584,6.72945584,5.78554521,8.0717629,0.94391063,0.95422759,0.38919182,0.38627114,0.38919182,0.38627114,28.74339144,25.9315004,29.91842272,29.93028099,0.51184812,0.49852633,0.03249957,0.03272175,2,0,True,50,50,1.2,1e-05,1828.18432617,7.51107858,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 92, 93, 94, 95, 96, 97, 98, 99]",86,1004.65130615,1035.0682656,7.51072911,7.72705221,2.77975758,2.20125389,-0.12567007,-3.41053343,3.41053343,6,0.09195402,0.0,0.07291343,-0.00331525,52.82300568,0.68958205,0.04813257,0.06059909,0.01664907,6.50518099,6.50518099,5.63038,7.88469987,0.87480099,0.89327434,0.41699987,0.41012004,0.41699987,0.41012004,28.70437499,25.58198463,29.79201742,29.79608822,0.5299865,0.5112773,0.05389026,0.0537697,3,0,True,75,75,1.2,1e-05,1831.79296875,7.51305053,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 92, 93, 94, 95, 96, 97, 98, 99]",89,914.50024414,946.4429252,7.50637826,7.88125515,2.80735732,2.23498225,-0.14813422,-3.37816644,3.37816644,3,0.03370787,0.0,0.08973368,-0.00435085,54.62757492,0.68534589,0.05243223,0.08309201,0.0183066,6.14187767,6.14187767,5.37253821,7.63793093,0.76933945,0.76841789,0.463322,0.46478016,0.463322,0.46478016,28.42886281,24.91807175,29.67010815,29.67275564,0.54969481,0.5248784,0.08033435,0.0790449,4,0,True,100,100,1.2,1e-05,1812.74194336,7.50259586,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",94,804.78723145,843.55965654,7.4780452,8.53409386,2.92131714,2.30910301,-0.24323918,-3.36423159,3.36423159,5,0.07368421,0.0,0.11997046,-0.02833306,57.30440521,0.67677909,0.05797929,0.11925175,0.02684854,5.55622916,5.55622916,4.90861793,7.17545708,0.64761123,0.63540738,0.5232953,0.53074123,0.5232953,0.53074123,26.79795614,23.06925236,29.5682472,29.56502296,0.58065712,0.54539334,0.12002821,0.11473275,5,0,True,125,125,1.2,1e-05,1730.41931152,7.45611903,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",97,682.91918945,727.00855113,7.32902861,10.02387619,3.16605057,2.53499317,-0.46026934,-3.52927709,3.52927709,3,0.03092784,0.0,0.1514289,-0.14901659,60.84627533,0.65929711,0.06782051,0.17280917,0.03541869,4.67978608,4.67978608,4.26910298,6.49059573,0.41068309,0.42261446,0.66319727,0.65617266,0.66319727,0.65617266,21.51695879,19.59164191,29.35106791,29.35123307,0.6199055,0.57266224,0.17665708,0.16560879,6,0,True,150,150,1.2,1e-05,1376.93078613,7.22761223,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,598.10144043,625.4627864,6.87556458,11.21836853,3.34938331,2.67249608,-0.63428192,-3.52908301,3.52908301,2,0.02020202,0.0,0.12419881,-0.45346403,64.63264465,0.63339269,0.07816416,0.23077799,0.03786363,3.6186292,3.6186292,3.3965729,5.42358472,0.2220563,0.24356093,0.80103024,0.7859104,0.80103024,0.7859104,11.69046872,14.87429951,29.14167244,29.14877297,0.65807936,0.60145634,0.23131706,0.21352074,7,0,True,175,175,1.2,1e-05,817.74365234,6.7065489,False,True
"[0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 29, 30, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99]",85,543.519104,561.43888228,6.38035714,9.12199116,3.02026343,2.45567274,-0.32888353,-2.91938066,2.91938066,-14,0.14141414,0.18687008,0.09125933,-0.49520743,62.69177246,0.640971,0.07992586,0.23475614,0.02058838,3.3076005,3.3076005,3.20857476,4.80258759,0.09902573,0.13260811,0.90617519,0.88569981,0.90617519,0.88569981,11.08995394,13.70180374,28.98172409,28.98305137,0.62907392,0.58160691,0.19235861,0.20759071,8,0,True,200,200,1.2,1e-05,494.57894897,6.20370679,False,True
"[0, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 29, 30, 32, 33, 36, 37, 38, 41, 42, 43, 44, 45, 46, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 82, 83, 84, 85, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]",74,504.48272705,518.59488398,5.9763131,6.04589844,2.45884087,2.05385184,0.11923891,-2.43741703,2.43741703,-11,0.12941176,0.33721724,0.07182154,-0.40404404,59.53023911,0.65097392,0.07975196,0.23582566,0.03234817,3.0409992,3.0409992,2.8639456,4.08427371,0.1770536,0.18692944,1.05814337,0.99316436,1.05814337,0.99316436,4.87275362,11.69707933,28.60244757,28.62961302,0.59783703,0.55057373,0.17411238,0.19869262,9,0,True,225,225,1.2,1e-05,339.7265625,5.82814107,False,True
