support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[2, 4, 5, 6, 8, 14, 15, 21, 24, 26, 29, 32, 33, 34, 38, 43, 44, 48, 50, 52, 53, 54, 56, 58, 59, 64, 67, 68, 71, 73, 74, 75, 79, 81, 89, 93, 94, 96, 99]",39,1240.84411621,1240.84411621,7.54290047,17.23579788,4.15160185,3.30313349,-0.00047197,-7.45642567,7.45642567,0,0.0,0.0,0.0,0.0,50.03878021,0.69033933,0.04125406,0.03274718,0.0,9.93261414,9.93261414,8.82622539,8.18912667,1.10638875,1.12632926,0.33075329,0.32660635,0.33075329,0.32660635,28.82725679,22.88514657,30.11513519,30.12263704,0.50015574,0.4973871,0.00187815,0.00222913,0,0,True,1,1,0.8,1e-05,1887.29614258,7.54290047,False,True
"[0, 1, 5, 7, 8, 10, 12, 16, 17, 19, 20, 23, 24, 29, 30, 32, 34, 35, 38, 42, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 61, 63, 65, 66, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 85, 92, 93, 94, 98]",54,1178.61608887,1201.97195428,7.51114999,16.82028008,4.10125348,3.24661422,0.02364724,-6.93570423,6.93570423,15,0.69014085,0.02410784,0.05014975,-0.03175048,50.06083679,0.69050008,0.04201471,0.03590914,0.00475063,9.74120529,9.74120529,8.68639813,8.07534323,1.05480717,1.08673958,0.34826098,0.33917474,0.34826098,0.33917474,28.81370717,22.78188259,29.97561725,29.99167275,0.49917723,0.49657011,0.01630926,0.0159601,1,0,True,25,25,0.8,1e-05,1820.45349121,7.50684092,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 32, 34, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",86,1110.27099609,1135.91725005,7.52249469,15.7385273,3.96718128,3.1099689,0.08643884,-6.1327548,6.1327548,32,0.37209302,0.06431241,0.05798758,0.0113447,51.95737839,0.68900031,0.04535651,0.04544435,0.01909294,9.55130136,9.55130136,8.56626994,7.91808628,0.98503141,1.00729608,0.37343383,0.36722505,0.37343383,0.36722505,28.76937026,22.63316742,29.92908502,29.94806241,0.52128881,0.51145819,0.03352091,0.0328818,2,0,True,50,50,0.8,1e-05,1873.97314453,7.53581613,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 32, 34, 35, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",90,1033.6541748,1060.58645539,7.55219465,14.49238014,3.80688589,2.96797633,0.1587729,-5.55771875,5.55771875,4,0.04444444,0.07917813,0.06900732,0.02969996,54.64044952,0.68422246,0.04970464,0.06138582,0.02692004,9.24802458,9.24802458,8.34429209,7.71029842,0.90373249,0.8992945,0.40507288,0.40923507,0.40507288,0.40923507,28.70945297,22.42294447,29.74870575,29.76598951,0.55250886,0.5326108,0.05544765,0.05346791,3,0,True,75,75,0.8,1e-05,1929.71276855,7.56512645,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",93,937.85003662,975.95632587,7.58035355,13.74399281,3.70728915,2.89256477,0.20221392,-5.13686562,5.13686562,3,0.03225806,0.05164006,0.0926849,0.0281589,57.90272903,0.67380309,0.05478641,0.08341588,0.03265384,8.79067606,8.79067606,8.0455248,7.45888036,0.74515126,0.77979854,0.47466867,0.46249734,0.47466867,0.46249734,28.63661522,22.30905201,29.65297505,29.68257778,0.59520763,0.55823244,0.08304004,0.07756662,4,0,True,100,100,0.8,1e-05,1978.21606445,7.58995074,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",92,834.3807373,873.9067545,7.5786463,13.32189655,3.64991734,2.79598784,0.22671499,-4.75310135,4.75310135,-1,0.03191489,0.03071133,0.11032606,-0.00170725,61.51591873,0.65483367,0.06178664,0.11883221,0.03673015,8.13780804,8.13780804,7.56199437,7.09980285,0.57581367,0.6148469,0.56224786,0.54634745,0.56224786,0.54634745,28.57094826,21.81742193,29.52679742,29.54897624,0.64585578,0.58645565,0.12278625,0.11235631,5,0,True,125,125,0.8,1e-05,1933.83837891,7.5672621,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",96,713.35577393,754.71984263,7.43092892,13.93189907,3.73254592,2.85681653,0.19130668,-4.7160778,4.7160778,4,0.04166667,0.0,0.14504765,-0.14771738,66.53903961,0.61793649,0.07221473,0.17392629,0.05023112,7.18594613,7.18594613,6.83286196,6.54565332,0.35308417,0.39301503,0.70258345,0.68430386,0.70258345,0.68430386,28.21636699,20.7543017,29.26781776,29.28604522,0.71213979,0.62624011,0.18631491,0.16257943,6,0,True,150,150,0.8,1e-05,1551.07910156,7.34670616,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,626.34228516,653.74713614,6.96897687,15.71485233,3.9641963,2.99477029,0.08781308,-4.7755332,4.7755332,3,0.03030303,0.0,0.12197769,-0.46195205,71.19387054,0.57027453,0.08376009,0.23587483,0.04655402,6.01056948,6.01056948,5.89341856,5.62581299,0.11715091,0.1827968,0.88952702,0.85282842,0.88952702,0.85282842,25.5135724,18.82393879,29.06075496,29.10398255,0.76652387,0.66312217,0.22484413,0.21569125,7,0,True,175,175,0.8,1e-05,925.51574707,6.83035115,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98]",85,566.46966553,587.59233518,6.6763688,13.22775173,3.63699763,2.74288464,0.23217973,-4.02453709,4.02453709,-14,0.14141414,0.15826433,0.0955909,-0.29260807,69.12516022,0.58103389,0.0832608,0.23910549,0.02235177,5.49016091,5.49016091,5.39179909,4.78766914,0.09836182,0.19588292,1.02841299,0.93296859,1.02841299,0.93296859,21.39344835,16.53679173,28.91664769,28.97540258,0.74604117,0.64148087,0.19906786,0.20776728,8,0,True,200,200,0.8,1e-05,716.08679199,6.57380138,False,True
"[0, 1, 4, 5, 7, 8, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 30, 32, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 84, 85, 88, 91, 92, 93, 94, 95, 96, 97, 98]",74,521.67230225,537.74065306,6.36613104,11.25441551,3.35476013,2.55264497,0.34672434,-3.64055204,3.64055204,-11,0.12941176,0.14918153,0.07908166,-0.31023776,65.50115204,0.59756857,0.08253429,0.24072407,0.03721998,4.47281165,4.47281165,4.22858264,3.95246454,0.244229,0.31691467,1.1547066,1.04576114,1.1547066,1.04576114,9.58843678,12.75262139,28.7353308,28.72269533,0.71235993,0.60510885,0.19024168,0.19775286,9,0,True,225,225,0.8,1e-05,504.1819458,6.22293721,False,True
